wbid,wbtype,uid,batch
4201490082509489,comment,2570982162,3
4201490082509489,comment,1932217243,3
4201490082509489,comment,3201586035,3
4201490082509489,comment,5881171446,3
4181918134059667,comment,1651139012,3
4181918134059667,comment,5566314936,3
4197663286772449,comment,1651139012,3
4197663286772449,comment,1651139012,3
4197663286772449,comment,1269763561,3
4197663286772449,comment,2570982162,3
4197663286772449,comment,3213695105,3
4197663286772449,comment,2880218660,3
4197663286772449,comment,3213695105,3
4197663286772449,comment,3537275473,3
4197663286772449,comment,2242364452,3
4197663286772449,comment,6017724514,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,1651139012,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,2230848185,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,1651139012,3
4182806118573570,comment,1651139012,3
4182806118573570,comment,3136614741,3
4182806118573570,comment,1651139012,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,2242364452,3
4182806118573570,comment,1651139012,3
4182806118573570,comment,2570982162,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,2064094977,3
4182806118573570,comment,1651139012,3
4190275418530002,comment,6017724514,3
4190275418530002,comment,6017724514,3
4190275418530002,comment,2230848185,3
4190275418530002,comment,1970676665,3
4190275418530002,comment,3200678914,3
4190275418530002,comment,2064094977,3
4190275418530002,comment,1651139012,3
4190275418530002,comment,1970676665,3
4190275418530002,comment,1651139012,3
4190275418530002,comment,1458556857,3
4190275418530002,comment,1651139012,3
4170324624857647,comment,3201586035,3
4170324624857647,comment,5392985066,3
4170324624857647,comment,5392985066,3
4170324624857647,comment,1651139012,3
4170324624857647,comment,2604677591,3
4200539669241568,comment,5881171446,3
4171166002087150,comment,2570982162,3
4171166002087150,comment,5217901262,3
4171166002087150,comment,2810718044,3
4171166002087150,comment,5511214526,3
4171166002087150,comment,1651139012,3
4171166002087150,comment,1651139012,3
4171166002087150,comment,2253965850,3
4171166002087150,comment,2880218660,3
4171166002087150,comment,2503772754,3
4171166002087150,comment,3200678914,3
4171166002087150,comment,3634512184,3
4171166002087150,comment,2242364452,3
4171166002087150,comment,2679795123,3
4169586607664876,comment,2064094977,3
4169586607664876,comment,2480095685,3
4169586607664876,comment,1651139012,3
4179112589069968,comment,3318327754,3
4199644986613850,comment,1458556857,3
4199644986613850,comment,1263722997,3
4158811775797211,comment,5392985066,3
4158811775797211,comment,2230848185,3
4158811775797211,comment,5566314936,3
4158811775797211,comment,2230848185,3
4158811775797211,comment,2865618800,3
4158811775797211,comment,2064094977,3
4193646909590373,comment,1651139012,3
4193646909590373,comment,1651139012,3
4193646909590373,comment,2186859453,3
4193646909590373,comment,5838333871,3
4193646909590373,comment,5838333871,3
4193646909590373,comment,1651139012,3
4193646909590373,comment,5838333871,3
4193646909590373,comment,5392985066,3
4193646909590373,comment,1651139012,3
4193646909590373,comment,1709632210,3
4193646909590373,comment,5392985066,3
4193646909590373,comment,5838333871,3
4193646909590373,comment,1709632210,3
4191887428009665,comment,2570982162,3
4191887428009665,comment,5095099423,3
4191887428009665,comment,1458556857,3
4191887428009665,comment,3234697681,3
4191887428009665,comment,5881171446,3
4191887428009665,comment,5381442209,3
4191887428009665,comment,5937919325,3
4191887428009665,comment,3200678914,3
4163557635089755,comment,1263722997,3
4181960894681023,comment,2810718044,3
4181960894681023,comment,3200678914,3
4181960894681023,comment,5660541132,3
4181960894681023,comment,2810718044,3
4181960894681023,comment,1651139012,3
4189155544048863,comment,3254248590,3
4189155544048863,comment,1651139012,3
4189155544048863,comment,2924896103,3
4189155544048863,comment,1950683750,3
4189155544048863,comment,1651139012,3
4189155544048863,comment,1651139012,3
4189155544048863,comment,1970676665,3
4189155544048863,comment,1970676665,3
4200203878019080,comment,2946950295,3
4200203878019080,comment,1651139012,3
4200203878019080,comment,1269763561,3
4200203878019080,comment,3691128724,3
4200203878019080,comment,3200678914,3
4200203878019080,comment,2120808450,3
4200203878019080,comment,3840358745,3
4200203878019080,comment,1795447425,3
4200203878019080,comment,1651139012,3
4200203878019080,comment,1651139012,3
4200203878019080,comment,2230848185,3
4200203878019080,comment,5392985066,3
4200203878019080,comment,1651139012,3
4200203878019080,comment,1791963893,3
4200203878019080,comment,2570982162,3
4200203878019080,comment,5881171446,3
4200203878019080,comment,1059796645,3
4200203878019080,comment,2242364452,3
4200203878019080,comment,1581122627,3
4200203878019080,comment,2072128545,3
4200203878019080,comment,1310433155,3
4200203878019080,comment,3610419362,3
4200203878019080,comment,2880218660,3
4200203878019080,comment,1651139012,3
4190767238736353,comment,1651139012,3
4190767238736353,comment,2242364452,3
4190767238736353,comment,6017724514,3
4190767238736353,comment,2570982162,3
4190767238736353,comment,5392985066,3
4172149545033287,comment,5392985066,3
4172149545033287,comment,1932217243,3
4172149545033287,comment,2604677591,3
4172149545033287,comment,1651139012,3
4194947105999006,comment,2064094977,3
4194947105999006,comment,6017724514,3
4194947105999006,comment,2064094977,3
4194947105999006,comment,6017724514,3
4194947105999006,comment,6017724514,3
4194947105999006,comment,2064094977,3
4194947105999006,comment,1651139012,3
4194947105999006,comment,2766769761,3
4194947105999006,comment,6017724514,3
4194947105999006,comment,1651139012,3
4199489943814651,comment,3201586035,3
4161282703816696,comment,5387184158,3
4161282703816696,comment,2710831642,3
4195748713739600,comment,5392985066,3
4195748713739600,comment,1651139012,3
4195748713739600,comment,6017724514,3
4168845260690410,comment,5881171446,3
4168845260690410,comment,3879881423,3
4168845260690410,comment,2120808450,3
4168845260690410,comment,3840358745,3
4168845260690410,comment,2394343655,3
4168845260690410,comment,2186859453,3
4168845260690410,comment,1651139012,3
4168845260690410,comment,1651139012,3
4168845260690410,comment,5937919325,3
4168845260690410,comment,1780831287,3
4168845260690410,comment,1651139012,3
4168845260690410,comment,2242364452,3
4168845260690410,comment,1458556857,3
4168845260690410,comment,5937919325,3
4168845260690410,comment,2242364452,3
4168845260690410,comment,1269763561,3
4159487315025384,comment,1780831287,3
4159487315025384,comment,1686689037,3
4159487315025384,comment,1818713355,3
4159487315025384,comment,3201586035,3
4159487315025384,comment,1722763614,3
4159487315025384,comment,1651139012,3
4159487315025384,comment,5180701603,3
4159487315025384,comment,2710831642,3
4159487315025384,comment,2710831642,3
4193312993220213,comment,2242364452,3
4193312993220213,comment,2880218660,3
4193312993220213,comment,2186859453,3
4193312993220213,comment,5507254012,3
4193312993220213,comment,2503772754,3
4193312993220213,comment,2784496504,3
4193312993220213,comment,2186316972,3
4188621315114985,comment,2570982162,3
4188621315114985,comment,1775347631,3
4188621315114985,comment,2485414644,3
4188621315114985,comment,5881171446,3
4188621315114985,comment,5937919325,3
4188621315114985,comment,5417589177,3
4188621315114985,comment,5382669918,3
4188621315114985,comment,5381442209,3
4188621315114985,comment,1581264922,3
4188621315114985,comment,1458556857,3
4188621315114985,comment,1269763561,3
4188621315114985,comment,5838360875,3
4187049571975132,comment,3201586035,3
4187049571975132,comment,1263722997,3
4200203878019080,repost,1970676665,3
4200203878019080,repost,2797842527,3
4200203878019080,repost,2510404640,3
4200203878019080,repost,2692673894,3
4200203878019080,repost,3201586035,3
4200203878019080,repost,1645924545,3
4200203878019080,repost,2186859453,3
4200203878019080,repost,2079102824,3
4200203878019080,repost,2212214965,3
4200203878019080,repost,1897670432,3
4200203878019080,repost,1826692983,3
4200203878019080,repost,2250796470,3
4200203878019080,repost,5611536024,3
4200203878019080,repost,2135634591,3
4200203878019080,repost,2242364452,3
4200203878019080,repost,1698843505,3
4200203878019080,repost,3973913592,3
4200203878019080,repost,2394343655,3
4200203878019080,repost,5566314936,3
4200203878019080,repost,2797647004,3
4200203878019080,repost,1970676665,3
4200203878019080,repost,5695469035,3
4200203878019080,repost,5571911299,3
4200203878019080,repost,6017724514,3
4171452842655959,comment,1934214075,3
4171452842655959,comment,2461138107,3
4171452842655959,comment,6022418247,3
4171452842655959,comment,1100517252,3
4171452842655959,comment,2461138107,3
4171452842655959,comment,3121493352,3
4171452842655959,comment,5909225465,3
4171452842655959,comment,5221826952,3
4171452842655959,comment,3900209630,3
4171452842655959,comment,3031024604,3
4171452842655959,comment,1692367827,3
4171452842655959,comment,1659408733,3
4171452842655959,comment,1870152764,3
4171452842655959,comment,2627653324,3
4171452842655959,comment,3900209630,3
4171452842655959,comment,6364461459,3
4171452842655959,comment,3900209630,3
4171452842655959,repost,5684908995,3
4171452842655959,repost,6044925772,3
4171452842655959,repost,3594360410,3
4171452842655959,repost,3964878060,3
4171452842655959,repost,5551654536,3
4171452842655959,repost,2002563121,3
4171452842655959,repost,5348588499,3
4171452842655959,repost,1567849301,3
4171452842655959,repost,5056176336,3
4171452842655959,repost,2823571324,3
4171452842655959,repost,1407601073,3
4171452842655959,repost,1891511020,3
4171452842655959,repost,6074411742,3
4171452842655959,repost,3057504531,3
4171452842655959,repost,1224851642,3
4171452842655959,repost,3870906106,3
4171452842655959,repost,5484737160,3
4171452842655959,repost,1527915567,3
4171452842655959,repost,5671143439,3
4171452842655959,repost,2649780050,3
4171452842655959,repost,5453551209,3
4171452842655959,repost,2079312093,3
4171452842655959,repost,5627583353,3
4171452842655959,repost,6054851561,3
4171452842655959,repost,5327720769,3
4171452842655959,repost,1248059562,3
4171452842655959,repost,5505482588,3
4171452842655959,repost,5631247559,3
4171452842655959,repost,5234861029,3
4171452842655959,repost,5022842012,3
4171452842655959,repost,2328143244,3
4171452842655959,repost,5489813928,3
4171452842655959,repost,2172405067,3
4171452842655959,repost,5631466909,3
4171452842655959,repost,6043213606,3
4171452842655959,repost,6034603235,3
4171452842655959,repost,5957481315,3
4171452842655959,repost,2253042732,3
4171452842655959,repost,1751671435,3
4171452842655959,repost,6263853322,3
4171452842655959,repost,3960571139,3
4171452842655959,repost,2136468433,3
4171452842655959,repost,1870152764,3
4171452842655959,repost,1147712555,3
4171452842655959,repost,1879219911,3
4171452842655959,repost,5977138877,3
4171452842655959,repost,1703562874,3
4171452842655959,repost,6107782485,3
4171452842655959,repost,2270247200,3
4171452842655959,repost,5022470819,3
4171452842655959,repost,2817809642,3
4171452842655959,repost,5556437261,3
4171452842655959,repost,5856087699,3
4171452842655959,repost,2875147664,3
4171452842655959,repost,1727617763,3
4171452842655959,repost,1583347603,3
4171452842655959,repost,5247855769,3
4171452842655959,repost,6179286709,3
4171452842655959,like,3325556490,3
4171452842655959,like,6390415850,3
4171452842655959,like,5444159165,3
4171452842655959,like,5304999271,3
4171452842655959,like,6186181883,3
4171452842655959,like,1772064504,3
4171452842655959,like,3656662962,3
4171452842655959,like,5347915276,3
4171452842655959,like,2123162612,3
4171452842655959,like,3883200673,3
4171452842655959,like,5350880878,3
4171452842655959,like,5154415154,3
4171452842655959,like,5312781855,3
4171452842655959,like,5063572669,3
4171452842655959,like,5385268975,3
4171452842655959,like,6115550831,3
4196867707260267,comment,2422616452,3
4196867707260267,comment,2002289913,3
4196867707260267,comment,1096103954,3
4178497565981743,comment,3546686170,3
4157779092520683,repost,3279941774,3
4157779092520683,repost,1861989062,3
4157779092520683,repost,2113620402,3
4178421279500403,comment,1887502937,3
4162820192773809,comment,5736076502,3
4162820192773809,comment,5095099423,3
4162820192773809,comment,1242700321,3
4162820192773809,comment,1906801291,3
4162820192773809,comment,2394343655,3
4162820192773809,comment,1964621327,3
4162820192773809,comment,2949048214,3
4204015619073782,comment,1964621327,3
4199993214782431,comment,2604677591,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,3136614741,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,2604677591,3
4199993214782431,comment,2604677591,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,1698843505,3
4199993214782431,comment,1839582967,3
4199993214782431,comment,3136614741,3
4187894136385349,comment,2885429920,3
4187894136385349,comment,2560078610,3
4187894136385349,comment,1698843505,3
4163953166216617,comment,1157926633,3
4163953166216617,comment,1790734617,3
4163953166216617,comment,2282469167,3
4163953166216617,comment,2282469167,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1790734617,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,2282469167,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1790734617,3
4163953166216617,comment,1157926633,3
4163953166216617,comment,1790734617,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,1698843505,3
4163953166216617,comment,2813695570,3
4201887236321571,comment,5095099423,3
4201887236321571,comment,5862013741,3
4201887236321571,comment,1964621327,3
4201887236321571,comment,1839582967,3
4199230744319089,comment,1698843505,3
4199230744319089,comment,2238236324,3
4199230744319089,comment,1642896047,3
4199230744319089,comment,1621130107,3
4199230744319089,comment,1766666237,3
4199230744319089,comment,1770952815,3
4199230744319089,comment,1698843505,3
4199230744319089,comment,1698843505,3
4163927291733415,comment,1944342571,3
4164167210447508,comment,1964621327,3
4164167210447508,comment,1890389305,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,5183723691,3
4164167210447508,comment,2552646360,3
4164167210447508,comment,1890389305,3
4164167210447508,comment,2686230760,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,2237189477,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,2120808450,3
4164167210447508,comment,1890389305,3
4164167210447508,comment,1698843505,3
4164167210447508,comment,5183723691,3
4186245561622791,comment,5478814956,3
4186245561622791,comment,6169369569,3
4186245561622791,comment,1698843505,3
4186245561622791,comment,1698843505,3
4186245561622791,comment,1887502937,3
4186245561622791,comment,1698843505,3
4186245561622791,comment,1698843505,3
4186245561622791,comment,2703071521,3
4186245561622791,comment,1698843505,3
4186245561622791,comment,5478814956,3
4186245561622791,comment,5478814956,3
4186245561622791,comment,2156958360,3
4186245561622791,comment,2703071521,3
4163923110124924,comment,2310598557,3
4163923110124924,comment,1846314854,3
4163923110124924,comment,2297748294,3
4163923110124924,comment,1698843505,3
4186347399152889,comment,2166054695,3
4186347399152889,comment,1698843505,3
4186347399152889,comment,1698843505,3
4186347399152889,comment,5180701603,3
4186347399152889,comment,2282469167,3
4186347399152889,comment,3973913592,3
4175816093193936,repost,3750387487,3
4175816093193936,repost,1698843505,3
4175816093193936,repost,5529651205,3
4175816093193936,repost,1698843505,3
4175816093193936,repost,1698843505,3
4175816093193936,repost,2120808450,3
4175816093193936,repost,5541726766,3
4175816093193936,repost,5480060210,3
4175816093193936,repost,1260201072,3
4175816093193936,repost,2885429920,3
4175816093193936,repost,2014816573,3
4175816093193936,repost,1698843505,3
4175816093193936,repost,1866573787,3
4165288944110871,repost,5480060210,3
4165288944110871,repost,1922788457,3
4175752598977354,comment,1806096542,3
4175752598977354,comment,2713118551,3
4175752598977354,comment,1806096542,3
4175752598977354,comment,2713118551,3
4183925410391047,comment,1806096542,3
4183925410391047,comment,2713118551,3
4183925410391047,comment,1806096542,3
4158016296937224,comment,5655451636,3
4158016296937224,comment,1806096542,3
4158016296937224,comment,1799900425,3
4158016296937224,comment,1659132647,3
4202552415419623,comment,1827845837,3
4202552415419623,comment,1827845837,3
4202552415419623,comment,1806096542,3
4167240552781961,repost,1402915162,3
4167240552781961,repost,2209059857,3
4167240552781961,repost,1566852651,3
4167240552781961,repost,1929727504,3
4167240552781961,repost,1726415912,3
4167240552781961,repost,5307918980,3
4167240552781961,repost,1863312611,3
4167240552781961,repost,5890571278,3
4167240552781961,repost,1742520155,3
4167240552781961,repost,1635975803,3
4167240552781961,repost,1730665091,3
4167240552781961,repost,1945587730,3
4167240552781961,repost,2655299652,3
4167240552781961,repost,1219205751,3
4167240552781961,repost,1420866317,3
4167240552781961,repost,1704204800,3
4167240552781961,repost,2273709643,3
4167240552781961,repost,1641981222,3
4167240552781961,repost,2904652863,3
4167240552781961,repost,1630627921,3
4168150185140225,repost,1736445243,3
4168150185140225,repost,1681607062,3
4168150185140225,repost,5599262696,3
4168150185140225,repost,2491708345,3
4168150185140225,repost,1260797924,3
4168150185140225,repost,1630627921,3
4168150185140225,repost,5655451636,3
4168150185140225,repost,1844296474,3
4168150185140225,repost,5241390030,3
4168150185140225,repost,2010858715,3
4187484679811964,repost,6335247142,3
4187484679811964,repost,6092505446,3
4187484679811964,repost,3739317504,3
4187484679811964,repost,5285870802,3
4187484679811964,repost,2630255701,3
4187484679811964,repost,1772273184,3
4187484679811964,repost,3940230768,3
4187484679811964,repost,2338655100,3
4187484679811964,repost,5708946297,3
4187484679811964,repost,2757464260,3
4198197506761980,repost,1665680140,3
4198197506761980,repost,2817324590,3
4198197506761980,repost,1736445243,3
4198197506761980,repost,1913719524,3
4198197506761980,repost,2797842527,3
4198197506761980,repost,1629552073,3
4198197506761980,repost,2389754134,3
4198197506761980,repost,5821897818,3
4198197506761980,repost,1598466731,3
4198197506761980,repost,2182024270,3
4198197506761980,repost,1770481707,3
4198197506761980,repost,6223770804,3
4198197506761980,repost,5829772370,3
4198197506761980,repost,2287806921,3
4198197506761980,repost,1955059590,3
4198197506761980,repost,2510794000,3
4198197506761980,repost,2712152834,3
4198197506761980,repost,2386283163,3
4198197506761980,repost,1840392801,3
4198197506761980,repost,6382664703,3
4198197506761980,repost,6006346447,3
4198197506761980,repost,1641371584,3
4198197506761980,repost,2654916921,3
4198197506761980,repost,2213156647,3
4198197506761980,repost,1225494834,3
4198197506761980,repost,2273709643,3
4198197506761980,repost,2178507555,3
4198197506761980,repost,3081928821,3
4202549362345568,repost,1260797924,3
4202549362345568,repost,2173854793,3
4202549362345568,repost,1892385622,3
4202549362345568,repost,1085304765,3
4202549362345568,repost,1681958387,3
4202549362345568,repost,5359459467,3
4185213016201804,repost,5018320385,3
4185213016201804,repost,2143974413,3
4185213016201804,repost,5018941364,3
4185213016201804,repost,5993538365,3
4185213016201804,repost,2608675397,3
4185213016201804,repost,6003525392,3
4185213016201804,repost,5992690697,3
4185213016201804,repost,2668205031,3
4185213016201804,repost,1792913053,3
4185213016201804,repost,5018320385,3
4185213016201804,repost,5966411802,3
4185213016201804,repost,5034396248,3
4185213016201804,repost,1804024624,3
4200756066253081,repost,6050037031,3
4200756066253081,repost,3973835730,3
